rubro,motivo,vulnerabilidad,mes_año_tratamiento,edad,genero,provincia_consumidor,provincia_id
Inmuebles Inmuebles por accesión,Falta de entrega o demora en la posesión o escrituración del bien,Discapacidad,jun-21,57,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,22,Femenino,San Luis,74
Textil calzado y marroquinería,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,NNyA,jun-21,38,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,50,Masculino,Córdoba,14
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,42,Femenino,Chubut,26
Servicios de construcción para el hogar y comercialización de inmuebles,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,43,Femenino,Santa Fe,82
Servicios de comunicaciones,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-21,66,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jun-21,57,Masculino,Santa Fe,82
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-21,73,Femenino,Santa Fe,82
Servicios de transporte aéreo,Falta de Información relevante. Art 4 de la Ley 24.240,Salud,jun-21,26,Femenino,Santa Fe,82
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,42,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-21,73,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Falta de procesamiento de baja del servicio,NNyA,jun-21,48,Masculino,Buenos Aires,6
Servicio de administración de pagos,Incumplimiento total de la prestación del servicio contratado,Discapacidad,jun-21,34,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,NNyA,jun-21,34,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Falta de entrega o emisión del documento de contratación del servicio: presupuestos constancias de pagos solicitud de servicios reglamento general de prestaciones.,Socio-económica,jun-21,29,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,49,Femenino,Santiago del Estero,86
Servicios financieros y seguros,Información Indebida a Banco de Datos de Riesgo Crediticio,Socio-económica,jun-21,45,Masculino,Tucumán,90
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jun-21,82,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Clausulas Abusivas - Art. 37 Ley 24.240,NNyA,jun-21,25,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,52,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,29,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jun-21,66,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jun-21,24,Femenino,Misiones,54
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Barrios populares,jun-21,41,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,63,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Barrios populares,jun-21,34,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Salud,jun-21,68,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,85,Femenino,Córdoba,14
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,28,Masculino,Corrientes,18
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Discapacidad,jun-21,38,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,jun-21,55,Masculino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Discapacidad,jun-21,36,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,56,Masculino,Santa Fe,82
Servicios de Salud,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Salud,jun-21,68,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Incumplimiento total de la prestación del servicio,NNyA,jun-21,36,Femenino,Córdoba,14
Servicios turísticos,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,NNyA,jun-21,51,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-21,80,Femenino,Buenos Aires,6
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Discapacidad,jun-21,68,Masculino,Córdoba,14
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jun-21,63,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,25,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,86,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,69,Femenino,Neuquén,58
Servicio de administración de pagos,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,29,Femenino,Tierra del Fuego Antártida e Islas del Atlántico Sur,94
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,35,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,63,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,47,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Prácticas Abusivas,Salud,jun-21,54,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,79,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-21,80,Femenino,Santa Fe,82
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,56,Femenino,Buenos Aires,6
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-21,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,jun-21,42,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,54,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,39,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,47,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,44,Femenino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-21,79,Femenino,Ciudad Autónoma de Buenos Aires,2
Textil calzado y marroquinería,Clausulas Abusivas - Art. 37 Ley 24.240,NNyA,jun-21,47,Masculino,Santiago del Estero,86
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,jun-21,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Falta de Información relevante. Art 4 de la Ley 24.240,Socio-económica,jun-21,38,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,29,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Falta de Información relevante. Art 4 de la Ley 24.240,Adulto/a mayor,jun-21,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Inmuebles Inmuebles por accesión,Falta de Información relevante. Art 4 de la Ley 24.240,Socio-económica,jun-21,44,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Precios,Barrios populares,jun-21,48,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,80,Masculino,Córdoba,14
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,57,Femenino,Santa Fe,82
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,37,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-21,62,Femenino,Córdoba,14
Servicios financieros y seguros,Prácticas Abusivas,Socio-económica,jun-21,26,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Incumplimiento total de la prestación del servicio contratado,NNyA,jun-21,35,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jun-21,63,Femenino,Santa Fe,82
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Adulto/a mayor,jun-21,85,Femenino,Buenos Aires,6
Servicios turísticos,Prácticas Abusivas,Adulto/a mayor,jun-21,76,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,32,Femenino,Santa Fe,82
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,59,Masculino,Santa Fe,82
Servicios turísticos,Incumplimiento total de la prestación del servicio contratado,Turista,jun-21,50,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jun-21,73,Masculino,Mendoza,50
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jun-21,30,Femenino,Buenos Aires,6
Servicios de Enseñanza,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-21,63,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jun-21,62,Femenino,Córdoba,14
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,jun-21,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Inmuebles Inmuebles por accesión,Problemas con la rescisión del contrato o el reembolso de sumas abonadas,Socio-económica,jun-21,53,Masculino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía,Entrega Defectuosa,Socio-económica,jun-21,26,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,40,Femenino,Santa Fe,82
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,36,Masculino,Buenos Aires,6
Servicios de construcción para el hogar y comercialización de inmuebles,Prácticas Abusivas,Socio-económica,jun-21,44,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,56,Femenino,Santa Fe,82
Sin Clasificar,Sin Clasificar,Discapacidad,jun-21,23,Femenino,Tucumán,90
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,66,Masculino,Salta,66
Servicios financieros y seguros,Problemas de fraude o estafa,Discapacidad,jun-21,61,Femenino,Corrientes,18
Servicios de comunicaciones,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,jun-21,26,Masculino,San Luis,74
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Salud,jun-21,60,Femenino,Santa Fe,82
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,jun-21,47,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,54,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jun-21,59,Masculino,Santa Fe,82
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jun-21,60,Femenino,Córdoba,14
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jun-21,32,Femenino,Santa Fe,82
Servicios de gestoría y consultoría,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jun-21,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,NNyA,jun-21,53,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jun-21,57,Masculino,Córdoba,14
Servicios turísticos,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,NNyA,jun-21,50,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,71,Masculino,Santa Fe,82
Colchonerías,Falta de Entrega del bien,Socio-económica,jun-21,36,Femenino,Río Negro,62
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,73,Femenino,Chubut,26
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Salud,jun-21,47,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Existencia de clausulas abusivas.,Adulto/a mayor,jun-21,65,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jun-21,79,Femenino,Mendoza,50
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,jun-21,36,Femenino,Santa Cruz,78
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jun-21,36,Femenino,Ciudad Autónoma de Buenos Aires,2
